Channel_1_psd,Channel_2_psd,Channel_3_psd,Channel_4_psd,Channel_5_psd,Channel_6_psd,Channel_7_psd,Channel_8_psd,Channel_9_psd,Channel_10_psd,Channel_11_psd,Channel_12_psd,Channel_13_psd,Channel_14_psd,Channel_15_psd,Channel_16_psd,Channel_17_psd,Channel_18_psd,Channel_19_psd,Channel_20_psd,Channel_21_psd,Channel_22_psd,Channel_23_psd,Channel_24_psd,Channel_25_psd,Channel_26_psd,Channel_27_psd,Channel_28_psd,Channel_29_psd,Channel_30_psd,Channel_31_psd,Channel_32_psd,Label
5.020785260562702e-06,0.8074809717099452,0.41525132439485596,0.13657802664794275,0.5165370777248148,0.9268496957452692,0.08315051809663562,0.07565738214444878,0.02695296183863465,0.09491705042449683,0.10707783153653509,0.00010720801500204967,0.09147928556672547,0.1619013386311476,0.07998842989502274,0.07067862626631417,0.033477384497204665,0.011154873325117897,0.005367553016785442,0.02029533923479221,0.031285034737629586,0.033016483658466586,0.004411285469105185,0.0850042260506624,0.0806036835334599,0.015451597969226518,0.037036178608672046,0.29954667100638704,0.0011649642527571267,0.39776917355904196,0.16039046789336314,0.6363601797811949,1
0.7730937983217498,1.1892925188479575,0.6156617228916347,0.7641677550052547,0.006462273446613176,0.007067182227022444,0.3817218878185139,0.38280407747213985,0.07533897844529809,0.6634822397762383,0.00016582214063797155,0.3388064171312242,0.1253723433532771,0.06006444098300545,0.2595901329061371,0.007359334472219233,0.009134403161198422,0.0015532892435387265,0.058561292905437455,0.15942452923449613,0.03808054949097266,0.454979682699314,0.03746798864919205,0.14877874821077341,0.0995769067356982,0.029362014144588392,0.016242006170538857,0.1485854668607332,0.058130758211681115,0.10742854186881079,0.02167276006816863,0.10432251530961528,1
0.1040242917412323,0.027506819570273674,0.2224145521821769,0.060616386161691814,0.03628728834700954,0.1745378979941272,0.015476172111113741,0.04911371486876804,0.06608391018663966,0.02256611383340486,0.009333593734570602,0.06209360132816347,0.06210488345015736,0.033800692093302845,0.06315268719355364,0.02013860681572473,0.07344420488369639,0.1667021029086658,0.4870289863323919,0.4418986572787562,0.28370095130875994,0.3177560678993232,0.0021901202651630207,0.04293177205528244,0.06802101513648276,0.08610595482977798,0.034989137455475015,0.6327106544450631,0.010837418559296423,0.5519733987380109,0.0076374443210780905,0.00021490027913534455,2
0.3617291611136099,0.23489129371453718,2.0075202138597423,2.1795924891322765e-07,6.006764379009383e-12,0.10301477850638449,0.08242861289372175,0.0330622687420724,0.19154008653002771,0.14088432435242107,0.04773498755175777,0.02130680178000449,0.0084661849390205,0.015365797660903239,1.0475824274975773e-06,0.2787977657393957,0.07623358322656974,1.1423950464758281,0.05742285956069817,1.4089542237768402,0.0037374050997001093,0.4749989997455596,0.012249426518937586,0.028504960982531708,0.044060510547534085,0.001604848998008814,0.020021981661430516,1.6025891335024416e-07,0.026432225797957155,0.05318511748078364,0.1491740227367789,0.18869513256168374,1
0.2779181560894729,0.132308924300807,0.24400860513913986,0.014802217750684523,0.08125021686133528,0.003601595526624588,0.047836327960203595,0.057268379281731625,0.4698078599368211,0.00032438395669636815,0.5504602965090906,0.6101065689706873,0.5425238201106005,0.9231225336284011,0.5449060379579558,0.003325657404065393,0.05716846967142323,0.27412688236659283,0.13317318436528658,0.08609084178693255,0.07237639076126039,0.17601420656107694,0.017576312265282154,0.6801061386931063,0.0471292786853679,0.11706483862808092,0.0641461508668506,0.26480759408595866,0.15106139212352307,0.1048473358980396,0.0895853555286049,0.34801127158462203,1
3.460625896661154e-05,0.4713280202594535,0.03894961696061529,0.07636632403738816,0.041490255173709106,0.896322592769726,0.0034171611871249676,0.389333118330785,0.011467349842120328,0.06781192319913686,0.035799490548299964,0.2862985339789248,0.05714752336729823,0.405435102992273,0.058135289400714656,0.0003208330066524113,0.002584138016935664,0.38413279214754315,0.03976454824088323,0.252208030660396,0.017455630608530833,0.04486947245911643,0.044815346416332426,0.08285108806684083,0.11203958032161154,0.13260985201763364,0.01651859095564872,0.007935128951576519,0.003878976373496375,0.016755175049749275,0.025347193288749088,3.994020993054265e-05,2
0.04401549726558237,0.0429194299211443,0.5752079456848321,1.120875518650467,0.05242074607031489,1.6409359252261837,1.0175367020170933,2.8412356171024415e-07,1.6154159524982058e-07,0.009489114176735907,0.2393588573242733,0.46500606239384545,1.040884543536736,0.3066470730840943,0.8266050945872123,0.15133228186054246,0.005870868436782322,0.2442963980525151,0.1307974592302425,0.0031239851355639166,0.0016541781224995893,0.012879234865467387,0.015285700329900058,0.28233923189180865,0.0002597457157803638,0.020815965038052657,0.06558900774699644,0.11798679427581063,0.14161838935091892,0.029378866628542107,0.047394602882214254,0.0008830426795499787,2
0.6617656875587057,0.047108445174868216,0.46914249432320543,0.3531231737923226,0.0011864165108696084,0.6068582922418659,0.4220127613763498,0.4231073412750172,0.8209932358160854,0.17010043162764468,0.5512941100886617,0.08601980954142985,0.42963130019731627,0.0006815280488404386,0.16855678013993206,0.23345191004081886,0.2291169621832669,0.08616135190045386,1.1461400426557296,0.05806057061825454,0.2018700272680365,0.0010987210888238745,0.08755367586575935,0.13078049154960994,0.02845618102684862,0.02860056284743042,0.01328698922007682,0.46752172384884605,0.3598484845591544,0.004294515011159289,0.1480001419069276,0.21033414106122308,2
0.3094830797138137,0.022122901196046246,0.26589202292136394,0.31065597643293413,0.32934818008115396,0.0038904221762997905,1.0570031538183187,0.2675358529829511,0.20511995411432332,0.03642441484197854,0.08372280172750422,0.0821550395848922,0.5019829021267482,0.27688102638298917,0.3849117415302011,0.07690389492596758,0.06693782908823247,0.146818314363705,0.04653666574712791,0.3253634336679024,0.12323465119070107,0.0379304622555383,0.05332088493086603,0.024736602411487306,0.005054669592788964,0.08671872698491803,0.0008498392106947825,0.00619360138158536,0.02735751461088811,0.005094606414531689,0.3887329746216096,0.06509669344460298,1
0.24441925267025083,0.011036716982905578,0.7286577273096017,0.1274782506302541,2.535018176956079,0.0588645542762079,0.33552590283212747,0.5116101218887069,0.005885782466783275,0.1855163343967129,0.3346060595307929,1.0949300296572756e-05,1.3100403317812022e-06,0.018048363073284106,0.014945914646663495,0.01028790197901945,0.06598332005253785,0.052320177135016875,0.15101723009453932,0.04556815287222056,0.0030236213315135664,0.003087494600498917,0.000727048210082228,0.02672453667432427,0.01736576282760843,0.057596102648095004,0.002601382887370086,0.0018582928735073484,0.01521703969104145,0.035730801334623606,0.005288414955033124,0.006572958694580274,1
